No.,NAME,ENTROPY,AMW,GD,nTA,nBM,SCBO,RBN,RBF,nDB,nTB,nCsp3,ZM1,ZM1V,HNar,Xt,BLI,PJI2,AECC,CENT,S3K,PW2,PW3,PW4,PW5,MAXDN,MAXDP,DELS,Psi_i_A,Psi_i_0d,BAC,MPC03,MPC06,MPC07,MPC08,MPC10,piPC02,piPC03,piPC04,PCR,X4,X2A,X3A,X4A,X5A,X3v,X5v,X0Av,X2Av,X3Av,X4Av,IDDE,IVDE,Ges,rGes,Vindex,Yindex,IC1,IC2,IC4,TIC1,TIC3,SIC1,SIC2,CIC4,CIC5,SpPosA_A,VE1sign_A,EE_L,AVS_X,ChiA_X,SpPosA_X,VE2sign_X,Chi_Dz(Z),J_Dz(Z),AVS_B(m),ChiA_B(m),SpPosA_B(m),SpMax_B(m),SpMAD_B(m),ChiA_B(s),SpMax_B(s),SpDiam_B(s),EE_B(s),SM2_B(s),ATS5m,ATS3e,ATSC1s,ATSC2s,ATSC3s,ATSC4s,ATSC5s,ATSC6s,ATSC7s,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1s,MATS2s,MATS3s,MATS4s,MATS5s,GATS2m,GATS2s,GATS6s,GATS7s,GATS8s,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,JGI2,JGI3,JGI9,JGI10,SpMax6_Bh(m),SpMax7_Bh(m),SpMax8_Bh(m),SpMax8_Bh(e),SpMax2_Bh(s),SpMin3_Bh(e),SpMin5_Bh(e),SpMin6_Bh(e),SpMin7_Bh(p),SpMin2_Bh(s),SpMin3_Bh(s),SpMin4_Bh(s),SpMin5_Bh(s),SpMin6_Bh(s),P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_5,P_VSA_MR_5,P_VSA_MR_6,P_VSA_MR_7,P_VSA_m_2,P_VSA_s_3,P_VSA_s_4,P_VSA_s_5,P_VSA_ppp_con,P_VSA_ppp_ter,Eta_betaP,Eta_L_A,Eta_sh_y,Eta_sh_x,SpMaxA_EA,SpMax_EA(ed),SpMaxA_EA(ed),SpMaxA_EA(bo),SpMAD_EA(bo),SpMax_EA(dm),SpMax_AEA(dm),Chi0_EA(dm),Chi1_EA(dm),SM07_EA,SM03_EA(dm),SM04_EA(dm),SM04_AEA(bo),SM10_AEA(bo),SM11_AEA(bo),SM12_AEA(bo),SM13_AEA(bo),SM14_AEA(bo),SM15_AEA(bo),SM02_AEA(dm),SM03_AEA(dm),SM06_AEA(dm),SM07_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),Eig03_EA(dm),Eig04_EA(dm),Eig05_EA(dm),Eig06_EA(dm),Eig07_EA(dm),Eig05_AEA(ed),Eig06_AEA(ed),Eig07_AEA(ed),Eig02_AEA(bo),Eig04_AEA(bo),Eig05_AEA(bo),Eig06_AEA(bo),Eig08_AEA(bo),Eig09_AEA(bo),Eig10_AEA(bo),nCt,nR=Cp,nR#CH/X,H-047,B02[C-C],B03[C-C],B04[C-C],PDI,DLS_01,DLS_02,DLS_03,DLS_04,DLS_05,DLS_cons,LLS_01
120,CC\\C=C(/C)CC,409,4.676666667,0.285714286,3,1,7,2,0.1,1,0,5,24,36,1.448275862,0.56094383,1.482345189,0.666666667,4,30,3.573804495,0.5,0.267176871,0.095044836,0.021915584,0.319768519,0.263888889,1.563796296,1.80952381,-0.032116202,17,1.791759469,0,0,0,0,2.302585093,2.302585093,1.945910149,1.10283511,0.696923425,0.383682523,0.295679568,0.232307808,0.204124145,1.110263394,0.144337567,0.784509119,0.302046416,0.222052679,0.164266427,2.807354922,1.448815636,7,1,0.825971181,2.459659311,1.911092835,2.951143018,3.522571589,40.13294954,67.97400337,0.435098981,0.671887465,0.869745834,1.288061779,0.562747287,0.215080985,4.765742035,0.945160118,0.994833801,0.330928083,0.028131918,0.547663193,3.285979159,2.922632446,0.322543985,1.22968889,3.280129548,1.264917298,0.256338728,4.058653422,4.582401875,4.675961186,3.677260183,1.253106287,3.642720885,3.393730247,4.843879453,5.744665168,5.008986861,4.477977601,2.711284656,0.655336508,-0.041666667,-0.1,-0.230769231,-0.076923077,0.166666667,0.5,0,-0.320860462,0.055507284,-0.084811758,-0.194187705,-0.032769489,1.130952381,0.899187587,0.650653364,0,0,0.666666667,0.25,0.08,0,0,0,0,0.111111111,0.05,0,0,1.478834673,0.377814506,0.0831,0.9408,3.979507113,1.170228072,0.392472545,0.050166108,0,0.948320013,0.650192106,0.268058598,0.107422082,0,26.47561279,5.069063478,9.476247473,3.185574951,31.54467626,3.185574951,9.476247473,44.20649869,8.254638429,35.95186026,0,0,26.47561279,1,0.393545016,0.142857143,0,0.389033422,5.858419701,0.976403284,0.496195957,1.458204025,0.68,2.778663714,5.550852543,4.639265498,5.777652323,0,0.35601399,5.384495063,1.099584657,0.274205017,-0.594523222,-1.373789673,-1.73967731,0,0,0,0,0,0,0,0,0,0,-0.68,0,0.462917034,0.220392137,0,2.116172718,0.578048332,-0.312255039,-0.50368459,0,0,0,0,0,0,1,1,1,1,0.836041189,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
121,CCCC(=C)CC,417,4.676666667,0.285714286,3,1,7,3,0.15,1,0,5,24,34,1.448275862,0.56094383,1.487436867,0.666666667,4,30,3.573804495,0.5,0.267176871,0.095044836,0.021915584,0.353333333,0.862916667,2.390185185,1.880952381,-0.033022139,17,1.791759469,0,0,0,0,2.197224577,2.079441542,1.609437912,1.055846662,0.696923425,0.383682523,0.295679568,0.232307808,0.204124145,1.103553391,0.176776695,0.761203875,0.308925565,0.220710678,0.176776695,2.807354922,1.448815636,7,1,0.825971181,2.459659311,2.058053137,3.082328137,3.558518613,43.21911587,74.72889087,0.468557469,0.701754413,0.83379881,1.252114755,0.562747287,0.215080985,4.765742035,0.945160118,0.994833801,0.330928083,0.028131918,0.500431755,3.002590529,2.922632446,0.324144718,1.232617683,3.233385736,1.28928805,0.258643895,4.299649912,4.758302447,4.850357371,3.760120564,1.224644524,3.711408651,3.734826392,4.188235286,7.022320925,7.257988889,5.334871277,2.796694936,0.776085488,-0.083333333,-0.093023256,-0.142857143,-0.083333333,0.125,0.5,0,-0.289754644,0.00026273,-0.022178545,-0.107742058,-0.096190489,1.19047619,0.725235061,0.464371319,0,0,0.666666667,0.25,0.08,0,0,0,0,0.111111111,0.05,0,0,1.511000579,0.44559819,0.0831,0.9408,4.033191153,1.128820559,0.354655241,0.120499141,0,0.976491644,0.545599137,0.209386977,0,0,17.65040852,23.37051521,0,3.185574951,25.25400374,18.95249495,0,44.20649869,10.78917017,17.65040852,0,0,33.41732852,1,0.400695426,0.142857143,0,0.389033422,5.858419701,0.976403284,0.467868374,1.40908841,0.68,2.784317833,5.708205426,6.491490533,5.777652323,0,0.35601399,5.308267697,1.099584657,0.274205017,-0.594523222,-1.373789673,-1.73967731,0,0,0,0,0,0,0,0,0,0,-0.68,0,0.462917034,0.220392137,0,2.145711233,0.659170332,-0.17932511,-0.735417246,0,0,0,0,1,0,2,1,1,1,0.836041189,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
122,CCC(CC)C=C,409,4.676666667,0.285714286,3,1,7,3,0.15,1,0,5,24,32,1.448275862,0.56094383,1.486145884,1,3.285714286,33,2.437092319,0.5,0.321428571,0.107142857,0,0.583333333,0.702685185,2.222222222,1.904761905,-0.033519214,19,1.945910149,0,0,0,0,2.079441542,2.197224577,1.791759469,1.055846662,0.866025404,0.348461713,0.288675135,0.288675135,0,1.382088123,0,0.753717269,0.302046416,0.230348021,0.207336156,1.448815636,1.448815636,5,0.714285714,0.899253938,2.932971092,2.163334789,2.987090042,2.777932069,45.43003057,62.72889087,0.492526969,0.680071533,1.614385354,2.355779148,0.571428571,0,4.786222505,0.956018633,0.990816089,0.344887652,0.020182933,0.527434885,3.164609309,2.922632446,0.325362427,1.230624546,3.163310676,1.318476117,0.258501437,4.280613283,4.791418028,4.871787609,3.777426001,0.928018911,3.775757766,4.24585999,3.74644195,5.866378207,9.490279541,7.544425145,1.910032804,0,-0.125,0.010869565,-0.266666667,-0.071428571,0.5,0,0,-0.230164368,-0.130960288,0.115571638,-0.070347293,-0.246868305,1.25,0.863500398,0,0,0,0.666666667,0.375,0,0,0,0,0,0.111111111,0.0625,0,0,1.375010561,0.874610227,0.0831,0.9408,4.112008274,1.295100663,0.308373523,0,0.085197194,0.869064227,0.52829061,0.190906564,0.058074738,0,17.65040852,20.83598347,9.476247473,0,22.719472,15.76692,9.476247473,47.96263947,5.069063478,27.126656,0,0,33.41732852,1,0.401151487,0.142857143,0,0.402368927,6.464101615,1.077350269,0.422907416,1.334911519,0,2.641769859,3.638034376,1.470588235,6.042632834,0,0,5.204006687,0.618033989,0.618033989,-0.414213562,-1.618033989,-1.618033989,0,0,0,0,0,0,0,0,0,0,0,0,0.381966011,0.381966011,0,2.219686871,0.780313129,-0.495507657,-0.618033989,0,0,0,1,1,0,3,1,1,1,0.821281286,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
123,CCC(C)C(C)=C,394,4.676666667,0.285714286,4,1,7,2,0.1,1,0,5,26,36,1.35483871,0.588197464,1.417466933,1,3.285714286,29,2.437092319,0.557142857,0.304761905,0.05952381,0,0.625,0.82587963,2.560185185,1.928571429,-0.034331634,21,1.945910149,0,0,0,0,2.302585093,2.197224577,1.386294361,1.055846662,0.471404521,0.375649873,0.297003623,0.23570226,0,1.453633428,0,0.784509119,0.30794979,0.242272238,0.174230856,2.521640636,1.378783493,7,1,0.96551028,3.253112643,2.153291232,3.236857303,3.313413617,45.21911587,73.97400337,0.49024035,0.736936107,1.078903806,1.915535696,0.54735628,0.093061608,4.971323474,0.908782632,0.994674846,0.314550061,0.024157426,0.557236176,3.343417059,2.951203875,0.309236575,1.251943109,3.320917229,1.268482586,0.246088366,4.356343362,4.956311184,4.900212274,3.79888327,0.772686164,3.719497395,4.106604534,4.317397619,8.038540816,10.22225317,6.536848073,1.43707483,0,0.041666667,-0.197674419,-0.294117647,0.133333333,0.5,0,0,-0.377660867,0.117114448,-0.024366176,-0.220468719,-0.001780815,1.071428571,0.588674836,0,0,0,1.111111111,0.25,0,0,0,0,0,0.158730159,0.041666667,0,0,1.319243363,0.414265601,0.0831,0.9408,4.08531827,1.133936728,0.474892403,0,0,0.791821853,0.622221922,0.204186568,0.064295513,0,26.47561279,18.30145174,0,3.185574951,29.01014452,18.95249495,0,47.96263947,5.72010669,26.47561279,0,0,42.24253278,1,0.379473817,0.285714286,0,0.438108547,7.309848435,1.218308072,0.497185142,1.513411232,0.68,3.001429475,5.708205426,7.962078768,6.717804695,0,0.35601399,5.545177444,1.22973801,0.139665809,-1,-1.319774751,-1.67828035,0,0,0,0,0,0,0,0,0,0,-0.68,0,1,0.45584445,0,2.49950368,0.43801147,-0.309063656,-0.646854604,0,0,0,1,1,0,2,1,1,1,0.821281286,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
124,CC(C)CC(C)=C,399,4.676666667,0.285714286,4,1,7,2,0.1,1,0,5,26,36,1.35483871,0.588197464,1.385027805,1,3.428571429,26,5.74025974,0.547619048,0.19047619,0.095238095,0,0.55787037,0.795277778,2.541666667,1.928571429,-0.034331634,21,1.609437912,0,0,0,0,2.302585093,1.791759469,1.945910149,1.055846662,0.942809042,0.431913709,0.23570226,0.23570226,0,0.756710003,0,0.784509119,0.365011111,0.189177501,0.174230856,1.378783493,1.378783493,6,0.857142857,0.875221883,2.67238404,2.153291232,3.141619208,2.932461236,45.21911587,65.97400337,0.49024035,0.715253226,1.459856187,2.201249982,0.487744795,0.5,4.927315195,0.893113616,0.996878152,0.259499512,0.080421261,0.521001109,3.126006652,2.951203875,0.30605105,1.276698121,3.261091829,1.125595984,0.244608553,4.335785437,4.866817469,4.901182262,3.79888327,1.059720392,3.720661461,4.051043424,4.742042062,7.683650454,8.269851587,7.037981859,2.87414966,0,0.041666667,-0.441860465,0.25,-0.722222222,0.5,0,0,-0.387730328,0.211814176,-0.425774585,0.362174478,-0.816206915,1.071428571,0.49677222,0,0,0,0.444444444,0.5,0,0,0,0,0,0.063492063,0.125,0,0,1.153981323,0.463626273,0.0831,0.9408,4.160896403,0.933846257,0.657149404,0,0,0.82057385,0.469096288,0.413601552,0.024159148,0,26.47561279,18.30145174,0,3.185574951,29.01014452,18.95249495,0,47.96263947,5.72010669,26.47561279,0,0,42.24253278,1,0.369227011,0.285714286,0,0.402368927,6,1,0.46217294,1.563975983,0.68,2.752073439,4.495527301,5.020902298,6.167516491,0,0.35601399,5.513428746,1.732050808,-0.414213562,-1,-1,-1.732050808,0,0,0,0,0,0,0,0,0,0,-0.68,0,1,1,0,2.92588091,0.32301621,0,-0.704167018,0,0,0,1,1,0,2,1,1,1,0.821281286,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
125,CCC(C)(C)C=C,378,4.676666667,0.285714286,4,1,7,2,0.1,1,0,5,28,36,1.333333333,0.600561204,1.378791798,1,3.142857143,32,2.437092319,0.576190476,0.302380952,0.035714286,0,0.902777778,0.703194444,2.465277778,1.964285714,-0.03524109,21,1.945910149,0,0,0,0,2.302585093,2.302585093,1.098612289,1.055846662,0.25,0.358915043,0.319035594,0.25,0,1.463816784,0,0.784509119,0.318282341,0.243969464,0.144337567,1.950212065,1.378783493,6,0.857142857,1.073698468,4.095921172,2.127387765,2.748063851,2.932461236,44.67514307,65.97400337,0.484342902,0.62565238,1.459856187,2.201249982,0.542561807,0.377377163,5.327435308,0.891805812,0.993417123,0.315300969,0.034163759,0.595911858,3.57547115,2.951203875,0.302352105,1.238909405,3.334475559,1.286053205,0.238901721,4.337493795,5.035183359,4.927087186,3.821183556,0.520098876,3.789482374,4.793367347,4.840561224,9.664540816,12.92857143,5.87755102,0.619897959,0,0.125,-0.347826087,-0.225,0.321428571,0.5,0,0,-0.388517442,0.12681686,0.010142821,-0.265406977,0.143895349,1.011904762,0.618943798,0,0,0,1.111111111,0.125,0,0,0,0,0,0.138888889,0.020833333,0,0,1.312810098,0.428620238,0.0831,0.9408,4.147511538,1.142605463,0.399606318,0,0,0.75325056,0.469096288,0.342407511,0.103057141,0,26.47561279,18.30145174,9.476247473,0,29.01014452,15.76692,9.476247473,54.25331199,2.534531739,35.95186026,0,0,42.24253278,1,0.371333615,0,0.142857143,0.527374656,10.65005209,1.775008682,0.541285309,1.448716377,0,3.361977592,4.850712501,4.411764706,8.051022208,0,0,5.834810737,0.618033989,0.227134442,-1,-1.391382381,-1.618033989,0,0,0,0,0,0,0,0,0,0,0,0,0.679115501,0.585786438,0,2.25105263,0,-0.278001086,-0.552167904,0,0,0,0,1,0,3,1,1,1,0.797695615,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
126,CC(C)C(C)C=C,399,4.676666667,0.285714286,4,1,7,2,0.1,1,0,5,26,34,1.35483871,0.588197464,1.403482882,1,3.285714286,29,2.437092319,0.557142857,0.304761905,0.05952381,0,0.666666667,0.681851852,2.523148148,1.952380952,-0.034829811,21,1.945910149,0,0,0,0,2.197224577,2.197224577,1.609437912,1.055846662,0.471404521,0.375649873,0.297003623,0.23570226,0,1.42335187,0,0.777022513,0.334119422,0.237225312,0.136082763,2.521640636,1.378783493,6,0.857142857,0.96551028,3.253112643,2.127387765,2.843301946,3.027699331,44.67514307,67.97400337,0.484342902,0.647335261,1.364618092,2.201249982,0.54735628,0.093061608,4.971323474,0.908782632,0.994674846,0.314550061,0.024157426,0.5549961,3.329976598,2.951203875,0.308761686,1.252693159,3.238679855,1.292843026,0.244986352,4.2965319,4.909382883,4.913417822,3.815536184,0.726257881,3.783267257,4.437022727,3.903986899,7.976632251,11.62903028,7.296453112,1.209348451,0,0,-0.184782609,-0.222222222,0.142857143,0.5,0,0,-0.353082583,0.010974643,0.053883174,-0.139994368,-0.069326887,1.130952381,0.722849327,0,0,0,1.111111111,0.25,0,0,0,0,0,0.158730159,0.041666667,0,0,1.216669339,0.834411998,0.0831,0.9408,4.184119866,1.095860007,0.298686479,0,0.059178601,0.770877071,0.469096288,0.367915032,0,0,26.47561279,15.76692,9.476247473,0,26.47561279,15.76692,9.476247473,51.71878026,0,35.95186026,0,0,42.24253278,1,0.377533487,0.285714286,0,0.438108547,7.309848435,1.218308072,0.451545893,1.439141829,0,2.793226328,3.638034376,1.470588235,6.717804695,0,0,5.446737372,1.22973801,0.139665809,-1,-1.319774751,-1.67828035,0,0,0,0,0,0,0,0,0,0,0,0,1,0.45584445,0,2.539188873,0,-0.214319743,-0.618033989,0,0,0,2,1,0,3,1,1,1,0.8070335,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
127,CCC(CC)=CC,408,4.676666667,0.285714286,3,1,7,2,0.1,1,0,5,24,36,1.448275862,0.56094383,1.493672874,1,3.285714286,33,2.437092319,0.5,0.321428571,0.107142857,0,0.284722222,0.194444444,1.361111111,1.80952381,-0.032116202,19,1.945910149,0,0,0,0,2.302585093,2.397895273,1.791759469,1.087983305,0.866025404,0.348461713,0.288675135,0.288675135,0,1.316496581,0,0.784509119,0.275671701,0.219416097,0.219416097,1.448815636,1.448815636,5,0.714285714,0.899253938,2.932971092,1.911092835,2.855904922,2.64674695,40.13294954,59.97400337,0.435098981,0.650204584,1.745570473,2.277806295,0.571428571,0,4.786222505,0.956018633,0.990816089,0.344887652,0.020182933,0.56386712,3.383202721,2.922632446,0.323946878,1.211652102,3.28536835,1.280447061,0.256790401,4.055338841,4.610892924,4.67667949,3.677260183,1.002829574,3.642809562,3.560380247,4.543649559,4.955239859,6.079627866,5.730953439,1.966009524,0,-0.041666667,0.0125,-0.461538462,-0.0625,0.5,0,0,-0.269626633,-0.072581558,0.108545627,-0.270511472,-0.174474191,1.130952381,1.02117696,0,0,0,0.666666667,0.375,0,0,0,0,0,0.111111111,0.0625,0,0,1.604477815,0.367089767,0.0831,0.9408,3.901528762,1.286867458,0.308373523,0.139783864,0,0.869064227,0.723241395,0.266612542,0.058074738,0,26.47561279,5.069063478,9.476247473,3.185574951,31.54467626,3.185574951,9.476247473,44.20649869,8.254638429,35.95186026,0,0,26.47561279,1,0.395753699,0.142857143,0,0.402368927,6.464101615,1.077350269,0.503976499,1.441612651,0.68,2.861646289,5.550852543,6.109853733,6.042632834,0,0.35601399,5.402677382,0.618033989,0.618033989,-0.414213562,-1.618033989,-1.618033989,0,0,0,0,0,0,0,0,0,0,-0.68,0,0.381966011,0.381966011,0,1.814114654,0.639590663,-0.228328216,-0.618033989,0,0,0,0,0,0,1,1,1,1,0.836041189,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
128,CC(C)(C)CC=C,354,4.676666667,0.285714286,4,1,7,2,0.1,1,0,5,28,36,1.333333333,0.600561204,1.335024986,1,3.428571429,29,5.74025974,0.564285714,0.19484127,0.077380952,0,0.817708333,0.646041667,2.510416667,1.964285714,-0.03524109,21,1.609437912,0,0,0,0,2.302585093,1.791759469,1.945910149,1.055846662,0.75,0.413832521,0.25,0.25,0,0.756710003,0,0.784509119,0.381682431,0.189177501,0.144337567,2.128085279,1.378783493,5,0.714285714,0.970487526,3.209681053,2.127387765,2.616878732,2.407720759,44.67514307,54.95445336,0.484342902,0.595785432,1.984596664,2.725990459,0.480040445,0.577461515,5.294551358,0.874474335,0.996475195,0.255795631,0.08247861,0.556134962,3.336809769,2.951203875,0.298677941,1.275952016,3.275714747,1.124135798,0.236982403,4.278725037,4.965066407,4.928616489,3.821183556,0.843786828,3.791804859,4.793367347,4.951530612,8.882653061,11.14285714,7.094387755,1.859693878,0,0.125,-0.608695652,0.25,-0.4375,0.5,0,0,-0.388517442,0.181928295,-0.38997725,0.30602537,-0.745639535,1.011904762,0.565245478,0,0,0,0.666666667,0.375,0,0,0,0,0,0.083333333,0.09375,0,0,1.07653672,0.506331108,0.0831,0.9408,4.264127455,0.933846257,0.637418899,0,0,0.66777627,0.469096288,0.469096288,0.103603783,0,26.47561279,18.30145174,9.476247473,0,29.01014452,15.76692,9.476247473,54.25331199,2.534531739,35.95186026,0,0,42.24253278,1,0.356540274,0,0.142857143,0.516084536,9.945441995,1.657573666,0.518244717,1.531270461,0,3.128397619,2.42535625,0,7.896924656,0,0,5.811140993,1.116883891,-0.508923291,-1,-1,-1.704467814,0,0,0,0,0,0,0,0,0,0,0,0,2,0.282258883,0,2.646218804,0,0,-0.628262984,0,0,0,0,1,0,3,1,1,1,0.797695615,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
129,CCC(C)=C(C)C,422,4.676666667,0.285714286,4,1,7,1,0.05,1,0,5,26,40,1.35483871,0.588197464,1.405330086,1,3.285714286,29,2.437092319,0.557142857,0.304761905,0.05952381,0,0.303240741,0.18287037,1.324074074,1.833333333,-0.032926513,21,1.945910149,0,0,0,0,2.48490665,2.48490665,1.609437912,1.10283511,0.471404521,0.375649873,0.297003623,0.23570226,0,1.383883476,0,0.815300969,0.304840497,0.230647246,0.176776695,2.521640636,1.378783493,6,0.857142857,0.96551028,3.253112643,1.532419498,2.485693612,2.801276117,32.18080947,54.95445336,0.348886328,0.565918483,1.591041306,2.218515224,0.54735628,0.093061608,4.971323474,0.908782632,0.994674846,0.314550061,0.024157426,0.61956855,3.7174113,2.951203875,0.307175685,1.240300719,3.425890637,1.228319874,0.244063237,4.162800351,4.866254156,4.720463135,3.700951488,0.82638335,3.579815518,3.771709083,4.66996411,5.932255469,7.308718078,5.416752381,1.388920635,0,0.125,-0.27027027,-0.40625,0.147058824,0.5,0,0,-0.384973142,0.185742043,-0.108554858,-0.361512995,0.070438467,0.952380952,0.660110449,0,0,0,1.111111111,0.25,0,0,0,0,0,0.158730159,0.041666667,0,0,1.371208206,0.0831,0.0831,0.9408,3.94147361,1.100222888,0.452318366,0,0,0.840056077,0.591672563,0.469096288,0.135229319,0,35.30081705,2.534531739,0,6.371149901,37.83534879,6.371149901,0,44.20649869,8.905681641,35.30081705,0,0,35.30081705,1,0.366425048,0.285714286,0,0.438108547,7.309848435,1.218308072,0.569729017,1.599214257,0.68,3.07279181,6.669729688,7.352941176,6.717804695,0,0.618022174,5.690359454,1.22973801,0.139665809,-1,-1.319774751,-1.67828035,0,0,0,0,0,0,0.68,0,0,-0.68,-0.68,0,1,0.45584445,0,2.241765213,0,0,-0.467166255,0,0,0,0,0,0,0,1,1,1,0.836041189,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
130,CC(C)C=C(C)C,393,4.676666667,0.285714286,4,1,7,1,0.05,1,0,5,26,38,1.35483871,0.588197464,1.388354503,1,3.428571429,26,5.74025974,0.547619048,0.19047619,0.095238095,0,0.62037037,0.25,1.75,1.857142857,-0.033423501,21,1.609437912,0,0,0,0,2.397895273,2.197224577,2.197224577,1.10283511,0.942809042,0.431913709,0.23570226,0.23570226,0,0.666666667,0,0.807814363,0.35543341,0.166666667,0.166666667,1.378783493,1.378783493,5,0.714285714,0.875221883,2.67238404,1.911092835,2.724719803,2.515561831,40.13294954,57.21911587,0.435098981,0.620337635,1.876755592,2.50422951,0.487744795,0.5,4.927315195,0.893113616,0.996878152,0.259499512,0.080421261,0.574195257,3.445171544,2.951203875,0.304910645,1.268871561,3.331078688,1.109847178,0.242834288,4.126634999,4.698997867,4.734953718,3.71930215,1.118688362,3.65120642,3.58502449,5.528333559,7.006812245,5.632653061,5.387755102,2.93877551,0,0.083333333,-0.4375,0.1875,-0.7,0.5,0,0,-0.477887194,0.393246726,-0.634088542,0.381196142,-0.803301137,1.011904762,0.506209883,0,0,0,0.444444444,0.5,0,0,0,0,0,0.063492063,0.125,0,0,1.175253741,0.386852905,0.0831,0.9408,4.044009917,0.933846257,0.582594127,0,0,0.884672429,0.469096288,0.469096288,0.115050861,0,35.30081705,0,9.476247473,3.185574951,35.30081705,3.185574951,9.476247473,47.96263947,3.185574951,44.77706452,0,0,35.30081705,1,0.365915666,0.285714286,0,0.402368927,6,1,0.5,1.604535501,0.68,2.794510227,5.550852543,4.639265498,6.167516491,0,0.35601399,5.575949103,1.732050808,-0.414213562,-1,-1,-1.732050808,0,0,0,0,0,0,0,0,0,0,-0.68,0,1,1,0,2.820249251,0,0,-0.438283239,0,0,0,1,0,0,1,1,1,1,0.821281286,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
131,C/C=C(/C)C(C)C,409,4.676666667,0.285714286,4,1,7,1,0.05,1,0,5,26,38,1.35483871,0.588197464,1.404700538,1,3.285714286,29,2.437092319,0.557142857,0.304761905,0.05952381,0,0.606481481,0.203703704,1.601851852,1.857142857,-0.033423501,21,1.945910149,0,0,0,0,2.397895273,2.397895273,1.609437912,1.087983305,0.471404521,0.375649873,0.297003623,0.23570226,0,1.366025404,0,0.807814363,0.312484658,0.227670901,0.166666667,2.521640636,1.378783493,5,0.714285714,0.96551028,3.253112643,1.911092835,2.819957899,2.896514212,40.13294954,65.21911587,0.435098981,0.642020516,1.495803211,2.123277129,0.54735628,0.093061608,4.971323474,0.908782632,0.994674846,0.314550061,0.024157426,0.593994091,3.563964543,2.951203875,0.30741599,1.251081031,3.357355313,1.236432177,0.243663802,4.128580045,4.772695347,4.734529364,3.71930215,0.817054164,3.651382269,3.8072356,4.734708163,6.802744898,7.877522449,5.387755102,1.469387755,0,0.083333333,-0.2125,-0.375,0.125,0.5,0,0,-0.417146781,0.157028947,-0.022323683,-0.367246687,0.055784801,1.011904762,0.731179196,0,0,0,1.111111111,0.25,0,0,0,0,0,0.158730159,0.041666667,0,0,1.324344697,0.347727391,0.0831,0.9408,4.005623854,1.085383638,0.388517139,0,0,0.808834677,0.576857708,0.469096288,0,0,35.30081705,0,9.476247473,3.185574951,35.30081705,3.185574951,9.476247473,47.96263947,3.185574951,44.77706452,0,0,35.30081705,1,0.369102832,0.285714286,0,0.438108547,7.309848435,1.218308072,0.522106249,1.562428808,0.68,3.027341808,5.550852543,7.580441968,6.717804695,0,0.35601399,5.605802066,1.22973801,0.139665809,-1,-1.319774751,-1.67828035,0,0,0,0,0,0,0,0,0,0,-0.68,0,1,0.45584445,0,2.489088346,0,0,-0.537444495,0,0,0,1,0,0,1,1,1,1,0.821281286,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
